,area,conf,institution,name,numauthors,number,pageCount,startPage,title,volume,year,region,from_hessen
21767,iccv,ICCV,TU Munich,Daniel Cremers,3,0,6,1609,Large displacement optical flow computation withoutwarping.,0,2009,europe,False
21768,iccv,ICCV,TU Munich,Daniel Cremers,4,0,6,1663,Structure- and motion-adaptive regularization for high accuracy optic flow.,0,2009,europe,False
21769,iccv,ICCV,TU Munich,Daniel Cremers,2,0,8,1677,Superresolution texture maps for multiview reconstruction.,0,2009,europe,False
21770,cvpr,CVPR,TU Munich,Daniel Cremers,2,0,7,327,An approach to vectorial total variation based on geometric measure theory.,0,2010,europe,False
21771,eccv,ECCV (3),TU Munich,Daniel Cremers,3,0,14,538,Anisotropic Minimal Surfaces Integrating Photoconsistency and Normal Information for Multiview Stereo.,0,2010,europe,False
21772,eccv,ECCV (5),TU Munich,Daniel Cremers,2,0,14,225,Convex Relaxation for Multilabel Problems with Product Label Spaces.,0,2010,europe,False
21773,cvpr,CVPR,TU Munich,Daniel Cremers,2,0,7,1905,Total variation for cyclic structures: Convex relaxation and efficient minimization.,0,2011,europe,False
21774,iccv,ICCV,TU Munich,Daniel Cremers,2,0,8,2236,A convex framework for image segmentation with moment constraints.,0,2011,europe,False
21775,iccv,ICCV,TU Munich,Daniel Cremers,4,0,8,1411,Decoupling photometry and geometry in dense variational camera calibration.,0,2011,europe,False
21776,iccv,ICCV,TU Munich,Daniel Cremers,2,0,8,2619,Generalized ordering constraints for multilabel optimization.,0,2011,europe,False
21777,iccv,ICCV,TU Munich,Daniel Cremers,4,0,8,2134,Geometrically consistent elastic matching of 3D shapes: A linear programming solution.,0,2011,europe,False
21778,iccv,ICCV,TU Munich,Daniel Cremers,2,0,8,1267,Introducing total curvature for image processing.,0,2011,europe,False
21779,iccv,ICCV,TU Munich,Daniel Cremers,3,0,8,2328,Tight convex relaxations for vector-valued labeling problems.,0,2011,europe,False
21780,cvpr,CVPR,TU Munich,Daniel Cremers,3,0,8,1712,A convex representation for the vectorial Mumford-Shah functional.,0,2012,europe,False
21781,cvpr,CVPR,TU Munich,Daniel Cremers,3,0,8,534,Fast and globally optimal single view reconstruction of curved objects.,0,2012,europe,False
21782,eccv,ECCV (6),TU Munich,Daniel Cremers,3,0,14,400,Generalized Roof Duality for Multi-Label Optimization: Optimal Lower Bounds and Persistency.,0,2012,europe,False
21783,eccv,ECCV (7),TU Munich,Daniel Cremers,3,0,14,208,Nonmetric Priors for Continuous Multilabel Optimization.,0,2012,europe,False
21789,cvpr,CVPR,TU Munich,Daniel Cremers,3,0,8,177,Relative Volume Constraints for Single View 3D Reconstruction.,0,2013,europe,False
21790,iccv,ICCV,TU Munich,Daniel Cremers,5,0,8,1169,Elastic Net Constraints for Shape Matching.,0,2013,europe,False
21791,iccv,ICCV,TU Munich,Daniel Cremers,3,0,8,3264,Large-Scale Multi-resolution Surface Reconstruction from RGB-D Sequences.,0,2013,europe,False
21792,iccv,ICCV,TU Munich,Daniel Cremers,3,0,8,2328,Proportion Priors for Image Sequence Segmentation.,0,2013,europe,False
21793,iccv,ICCV,TU Munich,Daniel Cremers,3,0,8,1449,Semi-dense Visual Odometry for a Monocular Camera.,0,2013,europe,False
21794,iccv,ICCV,TU Munich,Daniel Cremers,4,0,8,2944,Total Variation Regularization for Functions with Values in a Manifold.,0,2013,europe,False
21795,iccv,ICCV,TU Munich,Daniel Cremers,3,0,8,2336,Tree Shape Priors with Connectivity Constraints Using Convex Relaxation on General Graphs.,0,2013,europe,False
21800,cvpr,CVPR,TU Munich,Daniel Cremers,5,0,8,4177,Dense Non-rigid Shape Correspondence Using Random Forests.,0,2014,europe,False
21801,cvpr,CVPR,TU Munich,Daniel Cremers,4,0,8,4082,Sequential Convex Relaxation for Mutual Information-Based Unsupervised Figure-Ground Segmentation.,0,2014,europe,False
21802,eccv,ECCV (2),TU Munich,Daniel Cremers,3,0,16,834,LSD-SLAM: Large-Scale Direct Monocular SLAM.,0,2014,europe,False
21803,eccv,ECCV (2),TU Munich,Daniel Cremers,2,0,15,127,Real-Time Minimization of the Piecewise Smooth Mumford-Shah Functional.,0,2014,europe,False
21804,eccv,ECCV (4),TU Munich,Daniel Cremers,3,0,15,32,Generalized Connectivity Constraints for Spatio-temporal 3D Reconstruction.,0,2014,europe,False
21805,eccv,ECCV (6),TU Munich,Daniel Cremers,4,0,17,285,Co-Sparse Textural Similarity for Interactive Segmentation.,0,2014,europe,False
21808,cvpr,CVPR,TU Munich,Daniel Cremers,6,0,10,3003,Adopting an unconstrained ray model in light-field cameras for 3D shape reconstruction.,0,2015,europe,False
21809,iccv,ICCV,TU Munich,Daniel Cremers,3,0,9,2264,Dense Continuous-Time Tracking and Mapping with Rolling Shutter RGB-D Cameras.,0,2015,europe,False
21810,iccv,ICCV,TU Munich,Daniel Cremers,6,0,9,1778,Entropy Minimization for Convex Relaxation Approaches.,0,2015,europe,False
21811,iccv,ICCV,TU Munich,Daniel Cremers,9,0,9,2758,FlowNet: Learning Optical Flow with Convolutional Networks.,0,2015,europe,False
21812,iccv,ICCV,TU Munich,Daniel Cremers,4,0,9,289,Learning Nonlinear Spectral Filters for Color Image Reconstruction.,0,2015,europe,False
21813,iccv,ICCV,TU Munich,Daniel Cremers,8,0,9,3577,Model-Based Tracking at 300Hz Using Raw Time-of-Flight Observations.,0,2015,europe,False
21819,cvpr,CVPR,TU Munich,Daniel Cremers,7,0,9,4040,"A Large Dataset to Train Convolutional Networks for Disparity, Optical Flow, and Scene Flow Estimation.",0,2016,europe,False
21820,cvpr,CVPR,TU Munich,Daniel Cremers,5,0,9,2185,Efficient Globally Optimal 2D-to-3D Deformable Shape Matching.,0,2016,europe,False
21821,cvpr,CVPR,TU Munich,Daniel Cremers,5,0,9,3948,Sublabel-Accurate Relaxation of Nonconvex Energies.,0,2016,europe,False
21822,eccv,ECCV (1),TU Munich,Daniel Cremers,5,0,14,614,Sublabel-Accurate Convex Relaxation of Vectorial Multilabel Energies.,0,2016,europe,False
21823,eccv,ECCV (2),TU Munich,Daniel Cremers,2,0,16,853,A Convex Solution to Spatially-Regularized Correspondence Problems.,0,2016,europe,False
21824,eccv,ECCV (2),TU Munich,Daniel Cremers,4,0,16,327,Non-rigid 3D Shape Retrieval via Large Margin Nearest Neighbor Embedding.,0,2016,europe,False
21828,nips,NIPS,TU Munich,Daniel Cremers,7,0,9,4215,Protein contact prediction from amino acid co-evolution using convolutional networks for graph-valued images.,0,2016,europe,False
21829,cvpr,CVPR,TU Munich,Daniel Cremers,4,0,10,1436,A Combinatorial Solution to Non-Rigid 3D Shape-to-Image Matching.,0,2017,europe,False
21830,cvpr,CVPR,TU Munich,Daniel Cremers,5,0,10,350,A Non-convex Variational Approach to Photometric Stereo under Inaccurate Lighting.,0,2017,europe,False
21831,cvpr,CVPR,TU Munich,Daniel Cremers,5,0,9,2575,An Efficient Background Term for 3D Reconstruction and Tracking with Smooth Surface Models.,0,2017,europe,False
21832,cvpr,CVPR,TU Munich,Daniel Cremers,4,0,10,5474,KillingFusion: Non-rigid 3D Reconstruction without Correspondences.,0,2017,europe,False
21833,cvpr,CVPR,TU Munich,Daniel Cremers,3,0,10,626,Learning by Association - A Versatile Semi-Supervised Training Method for Neural Networks.,0,2017,europe,False
21834,cvpr,CVPR,TU Munich,Daniel Cremers,6,0,10,5320,One-Shot Video Object Segmentation.,0,2017,europe,False
21836,iccv,ICCV,TU Munich,Daniel Cremers,4,0,9,2784,Associative Domain Adaptation.,0,2017,europe,False
21837,iccv,ICCV,TU Munich,Daniel Cremers,6,0,11,627,Image-Based Localization Using LSTMs for Structured Feature Correlation.,0,2017,europe,False
21838,iccv,ICCV,TU Munich,Daniel Cremers,5,0,9,3133,Intrinsic3D: High-Quality 3D Reconstruction by Joint Appearance and Geometry Optimization with Spatially-Varying Lighting.,0,2017,europe,False
21839,iccv,ICCV,TU Munich,Daniel Cremers,4,0,10,1799,Learning Proximal Operators: Using Denoising Networks for Regularizing Inverse Imaging Problems.,0,2017,europe,False
21840,iccv,ICCV,TU Munich,Daniel Cremers,3,0,9,3923,Stereo DSO: Large-Scale Direct Sparse Visual Odometry with Stereo Cameras.,0,2017,europe,False
21841,iccv,ICCV,TU Munich,Daniel Cremers,2,0,9,1192,Sublabel-Accurate Discretization of Nonconvex Free-Discontinuity Problems.,0,2017,europe,False
21846,cvpr,CVPR,TU Munich,Daniel Cremers,8,0,11,1614,Discrete-Continuous ADMM for Transductive Inference in Higher-Order MRFs.,0,2018,europe,False
21847,cvpr,CVPR,TU Munich,Daniel Cremers,4,0,11,164,Fight Ill-Posedness With Ill-Posedness: Single-Shot Variational Depth Super-Resolution From Shading.,0,2018,europe,False
21848,eccv,ECCV (4),TU Munich,Daniel Cremers,3,0,18,698,DeepWrinkles: Accurate and Realistic Clothing Modeling.,0,2018,europe,False
21849,eccv,ECCV (8),TU Munich,Daniel Cremers,4,0,18,835,Deep Virtual Stereo Odometry: Leveraging Deep Depth Prediction for Monocular Direct Sparse Odometry.,0,2018,europe,False
21850,eccv,ECCV (8),TU Munich,Daniel Cremers,5,0,16,699,Direct Sparse Odometry with Rolling Shutter.,0,2018,europe,False
21851,eccv,ECCV (8),TU Munich,Daniel Cremers,3,0,16,341,MRF Optimization with Separable Convex Prior on Partially Ordered Labels.,0,2018,europe,False
23305,eccv,ECCV (2),TU Munich,Darius Burschka,5,0,14,183,Adaptive and Generic Corner Detection Based on the Accelerated Segment Test.,0,2010,europe,False
36167,aaai,AAAI,TU Munich,Georg Klinker,4,0,6,488,A KNACK for Knowledge Acquisition.,0,1987,europe,False
36729,iccv,ICCV,TU Munich,Gerd Hirzinger,2,0,6,1035,Intensity and Feature Based Stereo Matching by Disparity Parametrization.,0,1998,europe,False
36754,eccv,ECCV (3),TU Munich,Gerd Hirzinger,2,0,16,791,Probabilistic Search for Object Segmentation and Recognition.,0,2002,europe,False
36821,cvpr,CVPR,TU Munich,Gerd Hirzinger,2,0,-1,-1,Extrinsic and depth calibration of ToF-cameras.,0,2008,europe,False
40604,www,WWW,TU Munich,Hans-Arno Jacobsen,3,0,10,785,A distributed framework for reliable and efficient service choreographies.,0,2011,europe,False
50453,www,WWW,TU Munich,Jens Grossklags,3,0,10,209,Secure or insure?: a game-theoretic analysis of information security games.,0,2008,europe,False
79302,cvpr,CVPR,TU Munich,Nassir Navab,2,0,7,254,Monocular pose determination from lines: critical sets and maximum number of solutions.,0,1993,europe,False
79303,iccv,ICCV,TU Munich,Nassir Navab,3,0,11,713,The critical sets of lines for camera displacement estimation: A mixed Euclidean-projective and constructive approach.,0,1993,europe,False
79305,cvpr,CVPR,TU Munich,Nassir Navab,4,0,8,2349,"Fusion of Color, Shading and Boundary Information for Factory Pipe Segmentation.",0,2000,europe,False
79306,cvpr,CVPR,TU Munich,Nassir Navab,3,0,8,2607,Lines in One Orthographic and Two Perspective Views.,0,2000,europe,False
79307,cvpr,CVPR,TU Munich,Nassir Navab,2,0,8,1193,Recovering Projection Geometry: How a Cheap Camera Can Outperform an Expensive Stereo System.,0,2000,europe,False
79308,cvpr,CVPR,TU Munich,Nassir Navab,5,0,8,2327,Visual Servoing for Automatic and Uncalibrated Needle Placement for Percutaneous Procedures.,0,2000,europe,False
79309,cvpr,CVPR,TU Munich,Nassir Navab,4,0,-1,-1,Linear and Quadratic Subsets for Template-Based Tracking.,0,2007,europe,False
79310,iccv,ICCV,TU Munich,Nassir Navab,6,0,8,1,A Unified and Efficient Approach for Free-form Deformable Registration.,0,2007,europe,False
79311,iccv,ICCV,TU Munich,Nassir Navab,3,0,7,1,N3M: Natural 3D Markers for Real-Time Object Detection and Pose Estimation.,0,2007,europe,False
79313,aaai,AAAI,TU Munich,Nassir Navab,5,0,7,1718,On-line Recognition of Surgical Activity for Monitoring in the Operating Room.,0,2008,europe,False
79316,cvpr,CVPR,TU Munich,Nassir Navab,3,0,-1,-1,Image based rendering for motion compensation in angiographic roadmapping.,0,2008,europe,False
79317,cvpr,CVPR,TU Munich,Nassir Navab,5,0,-1,-1,Online learning of patch perspective rectification for efficient object detection.,0,2008,europe,False
79320,cvpr,CVPR,TU Munich,Nassir Navab,4,0,8,1177,Distance transform templates for object detection and pose estimation.,0,2009,europe,False
79321,cvpr,CVPR,TU Munich,Nassir Navab,5,0,8,2945,Real-time learning of accurate patch rectification.,0,2009,europe,False
79322,cvpr,CVPR,TU Munich,Nassir Navab,2,0,8,667,Similarity metrics and efficient optimization for simultaneous registration.,0,2009,europe,False
79323,cvpr,CVPR,TU Munich,Nassir Navab,5,0,8,2184,Wavelet energy map: A robust support for multi-modal registration of medical images.,0,2009,europe,False
79324,iccv,ICCV,TU Munich,Nassir Navab,6,0,8,1601,Robust motion estimation using trajectory spectrum learning: Application to aortic and mitral valve modeling from 4D TEE.,0,2009,europe,False
79325,cvpr,CVPR,TU Munich,Nassir Navab,3,0,8,1807,Adaptive linear predictors for real-time tracking.,0,2010,europe,False
79326,cvpr,CVPR,TU Munich,Nassir Navab,5,0,8,2257,Dominant orientation templates for real-time detection of texture-less objects.,0,2010,europe,False
79327,cvpr,CVPR,TU Munich,Nassir Navab,4,0,8,998,"Model globally, match locally: Efficient and robust 3D object recognition.",0,2010,europe,False
79328,cvpr,CVPR,TU Munich,Nassir Navab,3,0,8,2847,Natural gradients for deformable registration.,0,2010,europe,False
79329,cvpr,CVPR,TU Munich,Nassir Navab,3,0,8,1355,Rapid selection of reliable templates for visual tracking.,0,2010,europe,False
79330,eccv,ECCV (3),TU Munich,Nassir Navab,2,0,14,580,A Spherical Harmonics Shape Model for Level Set Segmentation.,0,2010,europe,False
79332,cvpr,CVPR,TU Munich,Nassir Navab,4,0,8,1017,A Sobolev-type metric for polar active contours.,0,2011,europe,False
79333,iccv,ICCV,TU Munich,Nassir Navab,4,0,8,49,A general preconditioning scheme for difference measures in deformable registration.,0,2011,europe,False
79334,iccv,ICCV,TU Munich,Nassir Navab,7,0,8,858,Multimodal templates for real-time detection of texture-less objects in heavily cluttered scenes.,0,2011,europe,False
79335,iccv,ICCV,TU Munich,Nassir Navab,3,0,8,1684,Stereo time-of-flight.,0,2011,europe,False
79336,cvpr,CVPR,TU Munich,Nassir Navab,2,0,8,1995,A contextual maximum likelihood framework for modeling image registration.,0,2012,europe,False
79337,eccv,ECCV (1),TU Munich,Nassir Navab,5,0,14,470,Online Learning of Linear Predictors for Real-Time Tracking.,0,2012,europe,False
79338,eccv,ECCV (4),TU Munich,Nassir Navab,4,0,14,842,Segmentation Based Particle Filtering for Real-Time 2D Object Tracking.,0,2012,europe,False
79341,cvpr,CVPR,TU Munich,Nassir Navab,4,0,8,3446,Human Shape and Pose Tracking Using Keyframes.,0,2014,europe,False
79343,cvpr,CVPR,TU Munich,Nassir Navab,3,0,9,3314,Image segmentation in Twenty Questions.,0,2015,europe,False
79344,cvpr,CVPR,TU Munich,Nassir Navab,5,0,9,2075,Total variation regularization of shape signals.,0,2015,europe,False
79345,cvpr,CVPR,TU Munich,Nassir Navab,5,0,9,4027,Toward user-specific tracking by detection of human shapes in multi-cameras.,0,2015,europe,False
79346,iccv,ICCV,TU Munich,Nassir Navab,4,0,9,693,"A Versatile Learning-Based 3D Temporal Tracker: Scalable, Robust, Online.",0,2015,europe,False
79352,cvpr,CVPR,TU Munich,Nassir Navab,6,0,9,3862,Volumetric 3D Tracking by Detection.,0,2016,europe,False
79353,eccv,ECCV (1),TU Munich,Nassir Navab,4,0,17,680,SDF-2-SDF: Highly Accurate 3D Object Reconstruction.,0,2016,europe,False
79354,eccv,ECCV (3),TU Munich,Nassir Navab,5,0,16,205,Deep Learning of Local RGB-D Patches for 3D Object Detection and 6D Pose Estimation.,0,2016,europe,False
79362,cvpr,CVPR,TU Munich,Nassir Navab,4,0,10,6565,CNN-SLAM: Real-Time Dense Monocular SLAM with Learned Depth Prediction.,0,2017,europe,False
79363,cvpr,CVPR,TU Munich,Nassir Navab,4,0,9,465,Real-Time 3D Model Tracking in Color and Depth on a Single CPU Core.,0,2017,europe,False
79364,iccv,ICCV,TU Munich,Nassir Navab,5,0,9,5525,Long Short-Term Memory Kalman Filters: Recurrent Neural Estimators for Pose Regularization.,0,2017,europe,False
79365,iccv,ICCV,TU Munich,Nassir Navab,5,0,9,1530,SSD-6D: Making RGB-Based 3D Detection and 6D Pose Estimation Great Again.,0,2017,europe,False
79366,cvpr,CVPR,TU Munich,Nassir Navab,5,0,11,3530,A Minimalist Approach to Type-Agnostic Detection of Quadrics in Point Clouds.,0,2018,europe,False
79368,eccv,ECCV (14),TU Munich,Nassir Navab,4,0,17,833,Deep Model-Based 6D Pose Refinement in RGB.,0,2018,europe,False
79369,eccv,ECCV (14),TU Munich,Nassir Navab,5,0,18,693,Human Motion Analysis with Deep Metric Learning.,0,2018,europe,False
79370,eccv,ECCV (16),TU Munich,Nassir Navab,3,0,19,732,Distortion-Aware Convolutional Filters for Dense Prediction in Panoramic Images.,0,2018,europe,False
79371,eccv,ECCV (4),TU Munich,Nassir Navab,5,0,16,625,Fully-Convolutional Point Networks for Large-Scale Point Clouds.,0,2018,europe,False
85377,ijcai,IJCAI,TU Munich,Peter Struss,2,0,6,1318,"""Physical Negation"" Integrating Fault Models into the General Diagnostic Engine.",0,1989,europe,False
85378,aaai,AAAI,TU Munich,Peter Struss,1,0,6,251,Testing Physical Systems.,0,1994,europe,False
85379,ijcai,IJCAI,TU Munich,Peter Struss,2,0,6,382,Automated Qualitative Domain Abstraction.,0,2003,europe,False
85380,ijcai,IJCAI,TU Munich,Peter Struss,2,0,6,342,Fault-Model-Based Test Generation for Embedded Software.,0,2007,europe,False
85381,ijcai,IJCAI,TU Munich,Peter Struss,1,0,6,593,Model-Based Optimization of Testing through Reduction of Stimuli.,0,2007,europe,False
6337,cvpr,CVPR,University of Stuttgart,Andreas Bulling,4,0,10,4511,Appearance-based gaze estimation in the wild.,0,2015,europe,False
6338,cvpr,CVPR,University of Stuttgart,Andreas Bulling,4,0,10,981,Prediction of search targets from fixations in open-world settings.,0,2015,europe,False
6339,iccv,ICCV,University of Stuttgart,Andreas Bulling,6,0,9,3756,Rendering of Eyes for Eye-Shape Registration and Gaze Estimation.,0,2015,europe,False
6347,eccv,ECCV (1),University of Stuttgart,Andreas Bulling,5,0,17,297,A 3D Morphable Eye Region Model for Gaze Estimation.,0,2016,europe,False
6350,cvpr,CVPR,University of Stuttgart,Andreas Bulling,4,0,10,6412,Gaze Embeddings for Zero-Shot Image Classification.,0,2017,europe,False
54814,acl,ACL,University of Stuttgart,Jonas Kuhn,4,0,-1,-1,Lexicalized Stochastic Modeling of Constraint-Based Grammars using Log-Linear Measures and EM Training.,0,2000,europe,False
54815,acl,ACL,University of Stuttgart,Jonas Kuhn,1,0,-1,-1,Processing Optimality-theoretic Syntax by Interleaved Chart Parsing and Generation.,0,2000,europe,False
54816,acl,ACL,University of Stuttgart,Jonas Kuhn,1,0,8,48,OT Syntax - Decidability of Generation-based Optimization.,0,2002,europe,False
54817,acl,ACL,University of Stuttgart,Jonas Kuhn,1,0,8,192,Compounding and Derivational Morphology in a Finite-State Setting.,0,2003,europe,False
54818,acl,ACL,University of Stuttgart,Jonas Kuhn,1,0,8,470,Experiments in parallel-text based grammar induction.,0,2004,europe,False
54819,acl,ACL,University of Stuttgart,Jonas Kuhn,2,0,-1,-1,Exploring the Potential of Intractable Parsers.,0,2006,europe,False
54820,acl,ACL,University of Stuttgart,Jonas Kuhn,4,0,11,1087,Hard Constraints for Grammatical Function Labelling.,0,2010,europe,False
54821,acl,ACL,University of Stuttgart,Jonas Kuhn,3,0,11,1007,Underspecifying and Predicting Voice for Surface Realisation Ranking.,0,2011,europe,False
54822,emnlp,EMNLP-CoNLL,University of Stuttgart,Jonas Kuhn,5,0,12,928,Generating Non-Projective Word Order in Statistical Linearization.,0,2012,europe,False
54823,acl,ACL (1),University of Stuttgart,Jonas Kuhn,2,0,11,1547,Combining Referring Expression Generation and Surface Realization: A Corpus-Based Investigation of Architectures.,0,2013,europe,False
54824,emnlp,EMNLP,University of Stuttgart,Jonas Kuhn,2,0,6,1892,Detection of Product Comparisons - How Far Does an Out-of-the-Box Semantic Role Labeling System Take You?,0,2013,europe,False
54825,emnlp,EMNLP,University of Stuttgart,Jonas Kuhn,2,0,12,333,The Effects of Syntactic Features in Automatic Prediction of Morphology.,0,2013,europe,False
54826,acl,ACL (1),University of Stuttgart,Jonas Kuhn,2,0,11,47,Learning Structured Perceptrons for Coreference Resolution with Latent Antecedents and Non-local Features.,0,2014,europe,False
54827,acl,ACL (1),University of Stuttgart,Jonas Kuhn,4,0,-1,-1,How to Train Dependency Parsers with Inexact Search for Joint Sentence Boundary Detection and Parsing of Entire Documents.,0,2016,europe,False
54828,acl,ACL (1),University of Stuttgart,Jonas Kuhn,2,0,11,1612,Learning Semantic Correspondences in Technical Documentation.,0,2017,europe,False
54829,emnlp,EMNLP,University of Stuttgart,Jonas Kuhn,2,0,11,2716,Multi-modular domain-tailored OCR post-correction.,0,2017,europe,False
54830,naacl,NAACL-HLT,University of Stuttgart,Jonas Kuhn,3,0,11,720,Polyglot Semantic Parsing in APIs.,0,2018,europe,False
67972,nips,NIPS,University of Stuttgart,Marc Toussaint,1,0,11,926,"Learning a World Model and Planning with a Self-Organizing, Dynamic Neural System.",0,2003,europe,False
67973,icml,ICML,University of Stuttgart,Marc Toussaint,2,0,8,904,Learning discontinuities with products-of-sigmoids for switching between local models.,0,2005,europe,False
67979,icml,ICML,University of Stuttgart,Marc Toussaint,2,0,8,585,Approximate inference for planning in stochastic relational worlds.,0,2009,europe,False
67980,icml,ICML,University of Stuttgart,Marc Toussaint,2,0,8,1081,Model-free reinforcement learning as mixture learning.,0,2009,europe,False
67981,icml,ICML,University of Stuttgart,Marc Toussaint,3,0,8,817,Multi-class image segmentation using conditional random fields and global classification.,0,2009,europe,False
67982,icml,ICML,University of Stuttgart,Marc Toussaint,1,0,8,1049,Robot trajectory optimization using approximate inference.,0,2009,europe,False
67983,icml,ICML,University of Stuttgart,Marc Toussaint,2,0,8,449,Trajectory prediction: learning to map situations to robot trajectories.,0,2009,europe,False
67984,icml,ICML,University of Stuttgart,Marc Toussaint,2,0,8,583,Probabilistic Backward and Forward Reasoning in Stochastic Relational Worlds.,0,2010,europe,False
67987,nips,NIPS,University of Stuttgart,Marc Toussaint,3,0,9,2011,An Approximate Inference Approach to Temporal Optimization in Optimal Control.,0,2010,europe,False
67988,icml,ICML,University of Stuttgart,Marc Toussaint,2,0,8,449,Task Space Retrieval Using Inverse Feedback Control.,0,2011,europe,False
67991,nips,NIPS,University of Stuttgart,Marc Toussaint,4,0,9,206,Exploration in Model-based Reinforcement Learning by Empirically Estimating Learning Progress.,0,2012,europe,False
67996,ijcai,IJCAI,University of Stuttgart,Marc Toussaint,4,0,7,1451,Active Learning for Teaching a Robot Grounded Relational Symbols.,0,2013,europe,False
67997,ijcai,IJCAI,University of Stuttgart,Marc Toussaint,3,0,7,1628,Path Integral Control by Reproducing Kernel Hilbert Space Embedding.,0,2013,europe,False
67999,icml,ICML,University of Stuttgart,Marc Toussaint,2,0,9,559,Model-Based Relational RL When Object Existence is Partially Observable.,0,2014,europe,False
68003,aaai,AAAI,University of Stuttgart,Marc Toussaint,2,0,7,3613,Hierarchical Monte-Carlo Planning.,0,2015,europe,False
68007,ijcai,IJCAI,University of Stuttgart,Marc Toussaint,1,0,7,1930,Logic-Geometric Programming: An Optimization-Based Approach to Combined Task and Motion Planning.,0,2015,europe,False
68014,ijcai,IJCAI,University of Stuttgart,Marc Toussaint,3,0,8,2089,Policy Search in Reproducing Kernel Hilbert Space.,0,2016,europe,False
68020,aaai,AAAI,University of Stuttgart,Marc Toussaint,3,0,8,4171,Bayesian Functional Optimization.,0,2018,europe,False
68021,icml,ICML,University of Stuttgart,Marc Toussaint,7,0,10,1279,Probabilistic Recurrent State-Space Models.,0,2018,europe,False
79838,acl,ACL (2),University of Stuttgart,Ngoc Thang Vu,3,0,6,206,Combination of Recurrent Neural Networks and Factored Language Models for Code-Switching Language Modeling.,0,2013,europe,False
79839,acl,ACL (2),University of Stuttgart,Ngoc Thang Vu,3,0,-1,-1,Integrating Distributional Lexical Contrast into Word Embeddings for Antonym-Synonym Distinction.,0,2016,europe,False
79840,naacl,HLT-NAACL,University of Stuttgart,Ngoc Thang Vu,4,0,6,534,Combining Recurrent and Convolutional Neural Networks for Relation Classification.,0,2016,europe,False
79841,acl,ACL (2),University of Stuttgart,Ngoc Thang Vu,2,0,7,672,Character Composition Model with Convolutional Neural Networks for Dependency Parsing on Morphologically Rich Languages.,0,2017,europe,False
79842,emnlp,EMNLP,University of Stuttgart,Ngoc Thang Vu,4,0,11,233,Hierarchical Embeddings for Hypernymy Detection and Directionality.,0,2017,europe,False
104351,aaai,AAAI,University of Stuttgart,Stefan Funke,3,0,-1,-1,Optimal Route Planning for Electric Vehicles in Large Networks.,0,2011,europe,False
104352,aaai,AAAI,University of Stuttgart,Stefan Funke,2,0,-1,-1,Cruising with a Battery-Powered Vehicle and Not Getting Stranded.,0,2012,europe,False
104353,aaai,AAAI,University of Stuttgart,Stefan Funke,2,0,-1,-1,Enabling E-Mobility: Facility Location for Battery Loading Stations.,0,2013,europe,False
104354,aaai,AAAI,University of Stuttgart,Stefan Funke,3,0,7,417,Placement of Loading Stations for Electric Vehicles: No Detours Necessary!,0,2014,europe,False
104356,aaai,AAAI,University of Stuttgart,Stefan Funke,3,0,7,808,The Simultaneous Maze Solving Problem.,0,2017,europe,False
104357,aaai,AAAI,University of Stuttgart,Stefan Funke,3,0,8,6119,Sublinear Search Spaces for Shortest Path Planning in Grid and Road Networks.,0,2018,europe,False
6518,aaai,AAAI,University of Freiburg,Andreas Podelski,4,0,7,2228,Planning as Model Checking in Hybrid Domains.,0,2014,europe,False
12279,ijcai,IJCAI,University of Freiburg,Bernhard Nebel,7,0,7,588,Beyond Domain-Independence: Experience With the Development of a German Language Access System to Highly Diverse Background Systems.,0,1983,europe,False
12280,aaai,AAAI,University of Freiburg,Bernhard Nebel,2,0,7,612,A Logical-Form and Knowledge-Base Design for Natural Language Generation.,0,1986,europe,False
12281,aaai,AAAI,University of Freiburg,Bernhard Nebel,4,0,7,767,An Empirical Analysis of Terminological Representation Systems.,0,1992,europe,False
12282,aaai,AAAI,University of Freiburg,Bernhard Nebel,2,0,6,748,On the Computational Complexity of Temporal Projection and Plan Validation.,0,1992,europe,False
12283,ijcai,IJCAI,University of Freiburg,Bernhard Nebel,2,0,6,1430,Complexity Results for SAS+ Planning.,0,1993,europe,False
12284,ijcai,IJCAI,University of Freiburg,Bernhard Nebel,2,0,9,1436,Plan Modification versus Plan Generation: A Complexity-Theoretic Perspective.,0,1993,europe,False
12285,aaai,AAAI,University of Freiburg,Bernhard Nebel,2,0,6,356,Reasoning about Temporal Relations: A Maximal Tractable Subclass of Allen's Interval Algebra.,0,1994,europe,False
12286,ijcai,IJCAI,University of Freiburg,Bernhard Nebel,3,0,8,36,Preferred Arguments are Harder to Compute than Stable Extension.,0,1999,europe,False
12291,ijcai,IJCAI,University of Freiburg,Bernhard Nebel,3,0,8,961,In Defense of PDDL Axioms.,0,2003,europe,False
12293,aaai,AAAI,University of Freiburg,Bernhard Nebel,2,0,6,1051,Expressiveness of ADL and Golog: Functions Make a Difference.,0,2007,europe,False
12295,ijcai,IJCAI,University of Freiburg,Bernhard Nebel,4,0,6,1846,Towards an Integration of Golog and Planning.,0,2007,europe,False
12296,ijcai,IJCAI,University of Freiburg,Bernhard Nebel,2,0,6,879,A Fixed-Parameter Tractable Algorithm for Spatio-Temporal Calendar Management.,0,2009,europe,False
